Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Is Fraudulent,Account Age Days,Transaction Hour
24fa31a0-ed16-47fe-9bb,CUST_1060,138.03,2024-05-13 21:26:44,bank transfer,beauty,2,23,London,tablet_5584,108.251.30.249,0,1070,21
58129a56-3b1e-4890-8d8,CUST_1129,267.77,2024-02-03 18:15:18,bank transfer,books,7,65,Sao Paulo,mobile_8126,35.201.38.152,0,355,18
71818caf-361b-47f2-ad2,CUST_1083,95.48,2024-02-09 09:06:10,PayPal,beauty,6,75,Phoenix,mobile_4321,82.231.139.60,0,1445,9
389afb6e-1e4a-4db9-ac8,CUST_1137,255.22,2024-01-31 21:05:10,bank transfer,electronics,4,71,Dubai,laptop_5341,92.106.231.79,0,453,21
faa1242a-bffc-431f-bd4,CUST_1083,39.3,2024-02-14 12:01:25,PayPal,automotive,9,75,Phoenix,desktop_7492,38.46.127.248,0,1445,12
d5432eaf-b685-45e3-96d,CUST_1118,108.81,2024-02-20 10:52:25,bank transfer,clothing,10,27,New York,mobile_4641,27.71.62.4,0,437,10
d4f172fc-67ba-42ab-86f,CUST_1019,419.71,2024-03-25 20:07:02,PayPal,electronics,3,66,Sydney,laptop_3110,6.33.101.232,0,1129,20
141402d1-5740-45e4-aad,CUST_1110,133.06,2024-03-31 10:13:58,debit card,sports,5,42,London,laptop_7990,211.202.254.8,0,1391,10
f486a5e8-758e-43e8-972,CUST_1038,40.02,2024-04-17 10:12:41,crypto,jewelry,9,58,Los Angeles,laptop_8848,9.125.151.128,0,1479,10
0aa3d389-b89f-435f-9de,CUST_1097,381.59,2024-05-08 17:20:24,bank transfer,groceries,1,40,Mexico City,laptop_6636,201.183.245.140,0,601,17
5bd819a2-671c-44e9-a8e,CUST_1056,206.64,2024-02-10 11:06:15,debit card,sports,9,27,Mumbai,laptop_9674,8.143.29.208,0,1026,11
5f98ee95-a2eb-499a-b2f,CUST_1014,278.55,2024-05-31 11:20:51,bank transfer,electronics,6,73,Houston,tablet_3885,196.112.198.91,0,126,11
64e8cf9c-ad87-46b2-a80,CUST_1144,134.26,2024-06-03 11:14:01,crypto,beauty,1,69,Beijing,desktop_3876,37.96.252.139,0,1420,11
2b140fec-7a3c-4a87-a15,CUST_1051,391.57,2024-01-06 08:09:37,debit card,clothing,9,28,Dubai,tablet_6301,207.66.174.184,0,514,8
7314ae1e-c4ee-43e2-8be,CUST_1018,388.55,2024-06-12 14:31:41,bank transfer,groceries,9,61,Houston,desktop_6285,96.202.51.87,0,53,14
d5a3ca3b-1649-4abb-ba7,CUST_1091,44.37,2024-01-01 10:44:36,PayPal,electronics,3,68,Dubai,desktop_3086,58.89.193.79,0,710,10
24f5db39-e0f9-429f-9a6,CUST_1056,292.55,2024-06-11 10:56:05,bank transfer,beauty,1,27,Mumbai,desktop_2274,164.53.254.37,0,1026,10
371501e7-dd9c-4cd5-b85,CUST_1063,462.49,2024-04-08 08:28:46,PayPal,groceries,7,23,Dubai,mobile_1020,178.34.179.66,0,1298,8
42d8dd0a-b86f-4cec-8a4,CUST_1096,291.0,2024-01-09 21:18:01,bank transfer,sports,2,39,Sydney,laptop_4695,90.192.51.213,0,846,21
15e94021-3da4-4859-b98,CUST_1043,8528.03,2024-04-21 22:10:03,credit card,books,4,24,Houston,laptop_8066,42.38.47.87,1,6,22
6d5f05df-827d-4162-a53,CUST_1104,321.52,2024-04-10 08:36:35,PayPal,groceries,1,51,Istanbul,tablet_2571,179.135.144.77,0,33,8
c81e1f87-eb39-4d12-922,CUST_1109,199.34,2024-05-01 09:54:07,bank transfer,gaming,8,53,Phoenix,mobile_1421,23.150.245.52,0,635,9
f24eb9a0-839f-4ffe-962,CUST_1067,281.27,2024-04-24 10:02:16,PayPal,beauty,5,18,Singapore,laptop_7052,24.198.94.95,0,178,10
4821a101-fc8c-4917-a39,CUST_1068,190.14,2024-05-30 14:14:35,credit card,gaming,9,24,Chicago,mobile_2404,145.31.77.193,0,1183,14
3209ec80-6fb5-4b62-be8,CUST_1137,96.58,2024-01-09 14:32:36,crypto,groceries,2,71,Dubai,desktop_2293,176.243.120.122,0,453,14
c42212c1-e7d5-409c-b98,CUST_1114,225.66,2024-04-21 18:12:52,debit card,sports,6,61,Mumbai,tablet_3067,45.85.108.207,0,935,18
d37dcef7-b163-4ed9-9c4,CUST_1017,411.36,2024-04-27 16:58:55,credit card,automotive,7,34,Istanbul,desktop_5525,23.198.203.142,0,1113,16
a1a29799-a419-41a7-927,CUST_1038,7243.11,2024-04-15 02:16:24,PayPal,beauty,1,58,Los Angeles,mobile_2654,196.172.52.24,1,18,2
cdc8d7a0-e2c0-4e75-b93,CUST_1103,6462.21,2024-05-01 23:58:17,bank transfer,electronics,6,34,Los Angeles,mobile_5803,196.172.52.24,1,2,23
be73f7a3-caf9-481b-a58,CUST_1077,162.1,2024-03-23 15:17:46,PayPal,clothing,4,72,Sydney,mobile_4734,80.143.251.220,0,1328,15
6ed5a71e-8806-41c7-abe,CUST_1104,469.53,2024-02-10 20:04:19,crypto,gaming,3,51,Istanbul,mobile_9442,190.248.191.211,0,33,20
5c1c8811-150f-4c20-b22,CUST_1134,59.87,2024-06-29 13:12:17,bank transfer,beauty,9,32,Beijing,tablet_1944,226.14.88.50,0,338,13
4a155df1-13bd-41bb-a1e,CUST_1031,506.32,2024-05-01 10:37:35,bank transfer,books,3,34,Mexico City,laptop_8308,175.15.123.96,0,368,10
e8d30682-c3e0-49f7-8b5,CUST_1066,142.38,2024-02-26 11:41:14,debit card,sports,7,26,Berlin,laptop_1813,192.46.145.8,0,840,11
c420a115-fd50-4243-95d,CUST_1002,353.75,2024-06-04 12:51:19,bank transfer,gaming,7,28,Moscow,mobile_4666,122.67.88.154,0,777,12
56f0cbf8-eb3e-469a-9fa,CUST_1117,332.41,2024-04-05 21:35:41,crypto,sports,5,61,Berlin,laptop_2676,65.111.238.78,0,511,21
d5ed7ebc-80aa-4651-a57,CUST_1123,379.56,2024-06-16 12:45:57,bank transfer,jewelry,3,67,Dubai,desktop_5536,17.172.141.164,0,248,12
a5023f22-6acd-491b-af1,CUST_1061,51.0,2024-03-07 12:58:26,PayPal,gaming,1,61,Toronto,desktop_3292,231.29.206.170,0,169,12
825298ad-57a0-4e95-8b4,CUST_1146,129.57,2024-05-01 18:58:42,bank transfer,automotive,5,55,Seoul,tablet_9759,209.97.175.186,0,836,18
9dd7ec5d-4534-4e9b-b5b,CUST_1142,306.52,2024-06-23 10:57:21,credit card,jewelry,6,49,Toronto,tablet_5237,47.150.49.121,0,481,10
58ae9089-61bf-4c9a-9a4,CUST_1078,134.7,2024-01-31 21:30:03,crypto,clothing,8,75,Los Angeles,desktop_8598,108.169.190.67,0,544,21
1896afdd-e725-4c1e-970,CUST_1128,290.15,2024-05-25 14:57:58,PayPal,groceries,6,45,Istanbul,mobile_3470,31.195.152.106,0,1063,14
118033d3-7df4-43bb-88d,CUST_1046,60.42,2024-01-15 18:00:28,bank transfer,jewelry,3,69,Houston,tablet_6134,200.41.249.86,0,724,18
2cd30d7c-5ecc-458e-ad6,CUST_1040,20.3,2024-01-02 14:02:34,debit card,books,1,35,Sao Paulo,laptop_8035,126.45.66.158,0,517,14
b93322de-417e-4964-b2c,CUST_1135,414.0,2024-03-29 19:19:08,credit card,gaming,9,31,Chicago,tablet_4707,49.9.2.161,0,1476,19
bc7e7e23-3d97-4d04-aad,CUST_1042,229.56,2024-04-21 13:56:43,debit card,books,8,68,Sao Paulo,desktop_8469,17.23.152.243,0,527,13
a73c68bb-fd32-44fd-908,CUST_1048,49.11,2024-01-06 11:37:32,debit card,clothing,6,35,Singapore,tablet_3149,43.206.9.59,0,405,11
ddeaee8a-1675-4bea-93a,CUST_1009,342.17,2024-01-30 19:26:28,PayPal,clothing,9,31,Sao Paulo,mobile_2771,97.130.24.153,0,674,19
01e24492-c74d-45d7-bf6,CUST_1039,109.06,2024-06-08 12:38:44,debit card,gaming,2,73,Lagos,mobile_9524,53.4.154.108,0,94,12
1d08bf64-604e-4810-a10,CUST_1030,344.37,2024-04-01 11:45:26,bank transfer,groceries,1,60,Sao Paulo,tablet_4272,73.58.54.128,0,292,11
7c4e5c31-bcc9-4129-88b,CUST_1053,161.04,2024-01-23 18:58:07,crypto,beauty,3,42,New York,mobile_1208,177.246.169.61,0,367,18
c85b47cc-7c60-47eb-bd8,CUST_1130,245.8,2024-01-13 15:06:52,debit card,electronics,5,71,Sydney,tablet_8483,20.51.131.165,0,536,15
3c41d3ca-c9d5-4c94-a4f,CUST_1080,45.48,2024-02-05 21:42:41,debit card,books,6,67,Phoenix,mobile_1158,110.59.48.218,0,713,21
83293ec4-45bd-4fc4-8eb,CUST_1068,319.34,2024-03-10 15:53:24,PayPal,gaming,3,24,Chicago,desktop_3996,225.47.190.209,0,1183,15
09f40576-ab6d-4d16-99a,CUST_1015,2286.34,2024-06-05 02:01:55,debit card,beauty,8,68,Dubai,laptop_8178,217.81.53.107,1,13,2
29f8db5c-1b14-49d4-99b,CUST_1105,5056.62,2024-06-07 23:06:27,debit card,beauty,6,30,Moscow,tablet_6542,17.133.160.4,1,23,23
646f5223-9910-4320-b93,CUST_1098,213.27,2024-04-30 21:54:31,debit card,clothing,8,39,New York,tablet_9283,39.27.5.165,0,1128,21
72beb95e-5d78-466e-a70,CUST_1084,190.07,2024-04-23 15:51:36,PayPal,clothing,8,55,Istanbul,tablet_7203,249.142.25.130,0,786,15
d4283b8b-4829-4a4b-86d,CUST_1030,352.65,2024-05-22 08:35:00,credit card,sports,9,60,Sao Paulo,laptop_7755,252.254.9.27,0,292,8
dd1986b2-dff0-46c4-955,CUST_1116,155.32,2024-06-07 20:38:30,bank transfer,beauty,2,58,Jakarta,mobile_4652,244.174.186.212,0,1389,20
5225149b-5724-4a9b-afe,CUST_1056,6557.19,2024-05-06 01:08:52,PayPal,clothing,5,27,Mumbai,desktop_7125,51.214.112.115,1,2,1
e5ddcbee-bde2-4411-a2d,CUST_1048,63.57,2024-04-16 09:02:59,crypto,clothing,8,35,Singapore,tablet_6536,31.201.110.118,0,405,9
cd4eb0ba-a85c-465a-bbe,CUST_1129,230.57,2024-02-15 16:44:37,debit card,groceries,2,65,Sao Paulo,mobile_8091,35.255.2.136,0,355,16
88ed2087-2678-4cf9-a3c,CUST_1082,165.69,2024-03-28 14:18:28,debit card,groceries,7,53,New York,tablet_5482,130.196.214.251,0,905,14
870f716e-68f3-4cf4-b7f,CUST_1131,231.16,2024-06-15 10:11:32,crypto,books,2,49,Toronto,tablet_5760,77.160.111.52,0,1097,10
ee081dfc-8f96-494f-ab4,CUST_1143,49.34,2024-01-28 16:01:24,debit card,electronics,1,19,Beijing,laptop_1209,123.213.146.225,0,1024,16
91c4788e-1492-46e3-a84,CUST_1041,120.93,2024-04-25 13:06:39,crypto,jewelry,9,64,Seoul,mobile_5835,252.146.128.38,0,300,13
e884edb0-8f50-4e22-888,CUST_1130,267.07,2024-06-24 14:20:35,credit card,electronics,5,71,Sydney,laptop_7349,201.147.24.238,0,536,14
8d708e90-5e97-43e4-a72,CUST_1113,179.35,2024-01-20 18:11:11,crypto,clothing,7,56,Lagos,tablet_4170,213.115.188.194,0,1217,18
d60fc0f3-ae95-4d93-8a8,CUST_1071,1127.51,2024-01-14 22:49:59,crypto,sports,8,46,Istanbul,desktop_3536,34.82.130.2,1,11,22
33e56ef8-9448-40c5-a45,CUST_1140,37.98,2024-01-18 16:50:32,debit card,gaming,9,37,Beijing,tablet_4012,92.37.162.135,0,750,16
f95feaeb-9df2-4075-983,CUST_1023,304.53,2024-06-07 20:33:30,crypto,electronics,2,71,Mexico City,desktop_6424,90.113.109.170,0,641,20
17ed6209-0bd1-4e82-8af,CUST_1114,234.7,2024-01-30 20:24:16,crypto,sports,1,61,Mumbai,desktop_7248,62.124.20.175,0,935,20
f7d89ac0-ff09-4bab-8f8,CUST_1095,150.9,2024-02-12 09:49:34,crypto,electronics,2,32,New York,desktop_4154,132.228.249.12,0,496,9
2d52c88b-91e6-41fa-bc5,CUST_1054,438.92,2024-06-24 19:09:01,PayPal,books,1,68,Singapore,laptop_2181,222.217.53.53,0,573,19
b1b0a921-994d-42f7-b87,CUST_1013,8270.09,2024-04-25 03:40:25,PayPal,books,1,26,Mexico City,mobile_4729,56.119.13.144,1,14,3
53fcbd7f-d9b5-4b4a-b38,CUST_1030,243.76,2024-06-24 12:19:38,credit card,sports,8,60,Sao Paulo,mobile_2189,137.3.32.194,0,292,12
45d65907-b00e-4c6d-805,CUST_1007,146.48,2024-06-11 12:09:19,bank transfer,electronics,9,69,Lagos,laptop_9941,122.80.112.35,0,95,12
6b46fa35-0b8b-4efd-983,CUST_1036,107.01,2024-03-29 11:13:26,crypto,groceries,3,39,New York,laptop_9800,32.21.2.147,0,161,11
3ba9933a-52a8-4f6d-b52,CUST_1064,263.06,2024-06-14 15:35:04,bank transfer,clothing,5,51,Lagos,mobile_9992,50.58.92.172,0,1187,15
e1b6eeec-28d1-4ac4-b03,CUST_1148,8180.97,2024-04-25 03:21:39,bank transfer,groceries,10,29,Los Angeles,desktop_6635,85.182.65.172,1,11,3
1b905894-2924-4f1d-945,CUST_1080,51.18,2024-04-21 18:17:53,bank transfer,groceries,6,67,Phoenix,desktop_5033,246.219.86.2,0,713,18
7db6de97-f8d3-40b3-be1,CUST_1118,60.9,2024-06-04 18:05:53,bank transfer,groceries,9,27,New York,mobile_3879,115.183.156.125,0,437,18
de514972-a45a-468e-8dc,CUST_1019,289.28,2024-05-21 08:16:34,crypto,beauty,3,66,Sydney,mobile_7637,187.38.9.218,0,1129,8
84fe23d9-220a-4e08-be5,CUST_1057,110.99,2024-05-08 13:00:42,debit card,groceries,9,55,Istanbul,mobile_7500,229.148.68.119,0,149,13
79747da1-f04c-4a9e-916,CUST_1040,8501.24,2024-05-04 01:14:04,bank transfer,books,4,35,Sao Paulo,tablet_8921,196.172.52.24,1,2,1
8334cd82-a8bb-4c91-b83,CUST_1052,8840.84,2024-06-29 00:33:40,bank transfer,sports,10,73,Beijing,laptop_1653,203.184.198.121,1,11,0
99fbe782-5f5d-4196-998,CUST_1044,271.62,2024-05-12 11:25:22,bank transfer,beauty,8,45,Dubai,mobile_9465,97.193.187.151,0,755,11
cfb22166-5879-4850-95b,CUST_1001,632.81,2024-06-13 16:17:13,debit card,groceries,3,35,Singapore,tablet_2263,129.71.225.43,0,808,16
cf59228f-154c-446d-a1c,CUST_1030,206.76,2024-05-31 11:10:41,PayPal,electronics,4,60,Sao Paulo,desktop_2856,170.117.212.208,0,292,11
7ff90296-7405-4c95-bdc,CUST_1146,5036.45,2024-05-24 22:40:01,bank transfer,clothing,4,55,Seoul,desktop_1711,35.20.75.15,1,13,22
bc4bfff8-0f4b-4357-8b1,CUST_1120,206.38,2024-05-29 20:52:49,debit card,automotive,5,54,Mumbai,laptop_3338,223.246.87.57,0,1319,20
ebecf037-dc09-49d5-ab6,CUST_1087,2459.26,2024-04-17 23:52:09,crypto,clothing,3,60,Houston,laptop_2584,153.35.117.97,1,17,23
60755f95-ad86-48f4-935,CUST_1009,460.31,2024-06-22 20:41:27,crypto,gaming,6,31,Sao Paulo,tablet_9835,225.60.47.124,0,674,20
ba6b9c3f-d167-49fa-86c,CUST_1135,124.68,2024-06-27 17:36:06,PayPal,groceries,5,31,Chicago,laptop_6742,110.117.246.203,0,1476,17
5f8215e3-4aaf-452d-962,CUST_1059,289.54,2024-01-02 20:36:33,credit card,automotive,1,72,Mexico City,laptop_5223,233.42.145.154,0,1059,20
f72fb81b-b7a9-451c-a54,CUST_1052,301.39,2024-06-15 14:37:16,bank transfer,automotive,7,73,Beijing,mobile_3535,177.161.209.93,0,467,14
f719817b-4415-48b5-aff,CUST_1070,277.1,2024-03-19 12:36:22,PayPal,groceries,2,74,Toronto,laptop_3928,254.203.104.106,0,170,12
8a5f4367-85a1-4703-ae3,CUST_1114,258.2,2024-05-20 20:39:44,credit card,groceries,7,61,Mumbai,laptop_6544,201.82.51.55,0,935,20
ad234886-631f-436a-b38,CUST_1001,419.13,2024-06-04 09:02:46,PayPal,gaming,10,35,Singapore,laptop_2444,206.46.74.121,0,808,9
33a4fe5f-3e8d-43c6-b7e,CUST_1073,35.63,2024-02-21 08:54:42,crypto,sports,4,37,Houston,laptop_8192,183.29.89.164,0,1165,8
cecf05e6-0de2-493e-98d,CUST_1130,1512.11,2024-03-31 03:42:25,PayPal,jewelry,9,71,Sydney,tablet_3579,60.86.18.93,1,9,3
4207c873-7d69-4a1e-aea,CUST_1017,4529.02,2024-01-02 22:16:11,PayPal,automotive,2,34,Istanbul,laptop_9785,141.145.178.89,1,13,22
faee19af-26ca-495c-b34,CUST_1128,295.6,2024-04-23 19:24:36,PayPal,jewelry,6,45,Istanbul,desktop_9813,76.174.59.206,0,1063,19
2639fe54-aba4-4718-923,CUST_1117,98.28,2024-04-07 09:40:50,debit card,jewelry,6,61,Berlin,mobile_5224,175.235.14.124,0,511,9
7b16e33e-31df-49e4-a42,CUST_1090,234.15,2024-01-20 13:35:59,debit card,beauty,6,74,Dubai,desktop_2523,133.4.134.64,0,392,13
47c66dca-b798-4ed4-98d,CUST_1146,294.97,2024-03-02 19:55:16,debit card,jewelry,4,55,Seoul,tablet_4847,69.93.97.128,0,836,19
83a323ff-cf92-4b24-923,CUST_1091,24.09,2024-01-11 16:54:30,bank transfer,books,8,68,Dubai,mobile_9071,40.54.61.236,0,710,16
465bc434-c058-4e4c-8d0,CUST_1147,183.24,2024-05-27 11:08:03,crypto,gaming,8,59,Dubai,desktop_7518,223.140.251.47,0,201,11
980fd75c-8549-44ab-9cb,CUST_1008,260.39,2024-03-21 15:44:00,credit card,jewelry,7,31,Seoul,tablet_8490,129.177.201.221,0,165,15
82911a2d-b01b-4614-b02,CUST_1083,66.51,2024-04-30 12:39:21,bank transfer,groceries,8,75,Phoenix,desktop_4885,93.132.95.141,0,1445,12
bb163823-d247-4fc2-972,CUST_1107,91.79,2024-06-24 17:14:52,credit card,sports,4,64,Berlin,laptop_5581,180.190.186.219,0,285,17
7a2ee7c7-2552-49d6-849,CUST_1097,391.43,2024-05-07 14:08:57,crypto,automotive,6,40,Mexico City,mobile_3893,51.74.76.122,0,601,14
945e0a0f-c0d2-4b5c-a95,CUST_1076,140.89,2024-06-10 21:06:28,bank transfer,sports,6,63,Lagos,tablet_1983,65.24.203.26,0,461,21
6b1fb6e5-85bb-40b0-831,CUST_1142,399.1,2024-06-22 13:38:12,crypto,automotive,3,49,Toronto,laptop_2986,239.131.176.6,0,481,13
626bdeae-8063-47f9-9e9,CUST_1072,237.81,2024-02-07 18:55:10,bank transfer,gaming,10,69,Mexico City,laptop_2284,91.166.249.199,0,1282,18
891c4400-bcde-41e1-9fc,CUST_1018,406.88,2024-03-15 18:45:17,crypto,gaming,5,61,Houston,desktop_6191,21.82.175.59,0,53,18
410788db-4b26-4868-a19,CUST_1092,377.52,2024-06-28 12:47:05,debit card,groceries,7,35,London,tablet_1378,192.230.211.43,0,538,12
d121ac72-c094-4a98-af5,CUST_1016,1652.21,2024-01-22 01:41:59,PayPal,sports,4,42,Jakarta,laptop_2363,122.27.13.198,1,20,1
50a1acaf-0225-4a08-bb1,CUST_1072,335.36,2024-06-18 08:22:55,bank transfer,beauty,8,69,Mexico City,tablet_1468,114.64.67.135,0,1282,8
df4a0e64-ef23-4b90-a3a,CUST_1138,123.64,2024-04-21 17:33:40,crypto,sports,6,62,New York,tablet_8480,240.139.227.35,0,1226,17
7586ae0f-175a-4995-8f7,CUST_1058,36.11,2024-02-09 12:19:00,credit card,automotive,3,21,Los Angeles,desktop_7753,207.45.226.79,0,672,12
6b69732b-e00e-4451-be6,CUST_1120,261.58,2024-06-01 12:14:50,credit card,automotive,6,54,Mumbai,laptop_5908,137.4.251.243,0,1319,12
833a443a-8b61-4196-bbb,CUST_1143,133.38,2024-03-08 11:05:27,debit card,automotive,10,19,Beijing,laptop_7199,112.202.127.42,0,1024,11
07d10953-f357-4660-b71,CUST_1069,250.63,2024-06-07 15:28:17,crypto,beauty,4,34,Phoenix,mobile_3988,73.137.211.49,0,1066,15
8c4b4693-e7be-40ce-af2,CUST_1038,36.25,2024-02-02 12:45:28,credit card,jewelry,2,58,Los Angeles,mobile_5622,13.11.95.249,0,1479,12
37f459e7-571b-492b-9d7,CUST_1126,8983.3,2024-01-09 23:21:05,debit card,electronics,5,60,Mexico City,desktop_9165,151.142.3.195,1,15,23
9207c4a8-eb99-43cd-a8f,CUST_1018,373.66,2024-03-04 20:24:49,PayPal,jewelry,1,61,Houston,desktop_7251,140.240.92.50,0,53,20
25b6f325-4a39-43cc-892,CUST_1024,220.88,2024-06-10 10:46:02,crypto,automotive,2,41,London,desktop_6293,134.106.242.100,0,343,10
64472a8e-5c2b-4fb7-858,CUST_1076,138.04,2024-02-12 08:50:17,crypto,clothing,7,63,Lagos,tablet_2850,51.184.26.222,0,461,8
79b161d3-41c4-4d2d-8c6,CUST_1002,349.78,2024-01-23 20:15:10,PayPal,clothing,10,28,Moscow,tablet_7084,249.21.243.177,0,777,20
ea1924cf-9d8e-4fae-a8f,CUST_1015,63.95,2024-06-14 16:48:22,PayPal,jewelry,1,68,Dubai,mobile_3061,16.182.78.180,0,357,16
e24e4bb2-bff4-41c6-aa0,CUST_1091,39.95,2024-04-22 19:35:18,crypto,beauty,4,68,Dubai,mobile_8951,186.68.128.231,0,710,19
b241de8f-2b40-4538-bb2,CUST_1139,235.44,2024-03-08 21:34:23,PayPal,electronics,9,42,Sao Paulo,tablet_2128,90.165.239.71,0,1209,21
78beb8ae-1962-406d-8bd,CUST_1047,114.23,2024-01-17 19:42:34,PayPal,jewelry,9,52,Singapore,tablet_6254,227.9.186.199,0,419,19
10af3270-820c-4b43-abd,CUST_1141,470.94,2024-02-03 08:11:55,credit card,jewelry,2,52,Istanbul,desktop_2809,40.144.165.105,0,888,8
cadbb259-8e32-4fd7-a0b,CUST_1025,287.0,2024-02-26 13:38:45,credit card,electronics,4,18,Jakarta,desktop_1804,9.198.250.135,0,1116,13
ed0e2483-50bb-4a77-bc9,CUST_1020,323.35,2024-03-09 17:33:02,credit card,sports,2,25,Berlin,laptop_7046,120.31.184.143,0,726,17
0b9f50e0-6b36-40d8-b5d,CUST_1132,118.44,2024-05-14 11:42:15,crypto,groceries,9,63,Berlin,laptop_4104,25.51.118.137,0,188,11
e498c8ce-dc01-426b-aa1,CUST_1106,215.04,2024-05-20 10:25:32,bank transfer,groceries,9,39,Jakarta,laptop_7997,192.54.183.173,0,1390,10
5d956261-dc28-4a7d-ab4,CUST_1113,166.05,2024-06-11 14:27:52,bank transfer,jewelry,10,56,Lagos,desktop_7090,239.180.161.141,0,1217,14
55f0745f-0af2-4710-aa6,CUST_1096,275.79,2024-03-13 08:38:01,crypto,groceries,5,39,Sydney,laptop_8331,197.130.184.247,0,846,8
72bccbd3-c395-4a26-a42,CUST_1056,8336.72,2024-05-26 22:59:36,debit card,clothing,1,27,Mumbai,mobile_5521,51.214.112.115,1,17,22
d68c9d24-7e6d-484d-b9d,CUST_1039,114.54,2024-03-17 12:05:36,PayPal,jewelry,2,73,Lagos,tablet_4817,36.135.187.228,0,94,12
f605f88c-b980-4dbb-952,CUST_1123,343.22,2024-01-15 09:58:49,bank transfer,books,7,67,Dubai,desktop_1612,45.249.48.153,0,248,9
63cd7510-2c0c-4a53-ae2,CUST_1030,191.06,2024-05-14 12:02:20,crypto,groceries,6,60,Sao Paulo,laptop_1886,223.116.5.163,0,292,12
47df7e6b-38b5-49a7-90d,CUST_1056,348.92,2024-04-10 20:09:08,bank transfer,clothing,8,27,Mumbai,laptop_9269,40.25.201.249,0,1026,20
6111d1ba-b11b-49fa-a0a,CUST_1012,268.67,2024-06-27 14:08:48,debit card,beauty,9,45,Seoul,laptop_9221,141.204.134.22,0,1227,14
290e9098-4ff2-4883-b0a,CUST_1101,261.86,2024-01-23 17:07:42,PayPal,gaming,6,64,Lagos,mobile_5362,167.100.126.63,0,737,17
8b4396fe-860c-43f6-b45,CUST_1082,172.91,2024-02-07 17:28:02,debit card,jewelry,6,53,New York,desktop_8245,89.12.156.44,0,905,17
4d571356-3a69-47f1-833,CUST_1021,7923.77,2024-03-28 00:44:51,credit card,sports,8,18,Sydney,tablet_3419,164.57.12.190,1,10,0
1c4fcdcb-cf4f-4b30-85f,CUST_1084,119.96,2024-06-26 10:44:42,credit card,gaming,10,55,Istanbul,desktop_9991,54.108.104.140,0,786,10
91c92f8f-e16e-46d0-8ae,CUST_1134,62.9,2024-06-27 20:39:17,credit card,beauty,1,32,Beijing,desktop_4288,12.130.87.16,0,338,20
9c222837-43fb-4038-913,CUST_1069,2695.58,2024-01-26 22:57:20,PayPal,automotive,2,34,Phoenix,desktop_7332,234.184.55.5,1,13,22
99e84259-7b66-49ad-a17,CUST_1128,226.45,2024-02-10 19:01:22,bank transfer,books,5,45,Istanbul,tablet_9673,248.234.11.11,0,1063,19
b9a6c8b2-a421-4cc6-9cc,CUST_1128,340.76,2024-03-12 16:14:09,bank transfer,gaming,3,45,Istanbul,laptop_1482,71.31.131.225,0,1063,16
e707576b-5017-4287-a06,CUST_1097,8259.83,2024-05-18 03:08:13,debit card,automotive,4,40,Mexico City,tablet_6118,174.116.213.62,1,11,3
11e24497-cb3f-469d-bfc,CUST_1079,54.04,2024-01-31 19:11:20,debit card,electronics,6,71,Sydney,tablet_3589,177.69.220.233,0,897,19
5348de66-f304-4687-965,CUST_1105,383.33,2024-02-18 20:06:08,debit card,electronics,10,30,Moscow,desktop_3489,247.210.155.114,0,1403,20
befc525e-9b3c-4208-a37,CUST_1145,434.47,2024-05-08 10:54:38,PayPal,books,3,26,Jakarta,mobile_6886,157.118.118.60,0,987,10
ed565b9b-cd51-4d3c-af6,CUST_1125,60.72,2024-01-04 14:59:17,PayPal,jewelry,4,72,Houston,tablet_1528,122.70.83.50,0,540,14
bffdc58f-852e-46ae-a8b,CUST_1016,311.1,2024-01-11 20:38:47,PayPal,books,7,42,Jakarta,desktop_8496,46.224.250.177,0,818,20
35db7631-5036-4173-9a5,CUST_1146,180.81,2024-05-12 11:34:25,credit card,automotive,7,55,Seoul,laptop_1694,153.19.55.116,0,836,11
126d0344-aa3a-4a89-89a,CUST_1012,159.42,2024-01-14 17:44:33,debit card,beauty,8,45,Seoul,desktop_5684,49.149.225.102,0,1227,17
21d83f4c-174a-4141-b9a,CUST_1128,4497.26,2024-05-31 03:57:45,debit card,beauty,2,45,Istanbul,tablet_6299,196.172.52.24,1,6,3
1f36e6aa-09e4-4de7-ad8,CUST_1041,117.53,2024-05-14 09:45:24,crypto,groceries,7,64,Seoul,laptop_6946,184.63.46.30,0,300,9
b3addcf9-e1d8-42d1-b4d,CUST_1011,144.38,2024-01-14 19:26:19,bank transfer,beauty,5,65,Istanbul,tablet_3656,197.87.171.145,0,535,19
99900e6d-8ef6-4a97-823,CUST_1030,270.04,2024-05-07 15:54:31,crypto,electronics,10,60,Sao Paulo,desktop_1200,231.67.103.1,0,292,15
b9a061eb-402c-490c-9a6,CUST_1060,85.8,2024-03-12 16:39:40,crypto,jewelry,1,23,London,laptop_2300,56.243.232.105,0,1070,16
f7b160bb-d836-4a53-91a,CUST_1014,208.25,2024-01-23 13:03:06,PayPal,groceries,3,73,Houston,mobile_5889,168.178.18.38,0,126,13
eee71fb2-19fc-4530-88a,CUST_1146,275.64,2024-04-07 13:52:04,PayPal,automotive,2,55,Seoul,desktop_1587,202.90.233.192,0,836,13
74db14a2-93d1-42e8-aab,CUST_1034,202.45,2024-06-27 11:13:39,credit card,clothing,10,59,Moscow,laptop_9595,32.140.168.135,0,1405,11
